variant,outer_fold,dimension,seed,levels,feature_k,selected_structure_parameters,selected_temperature,model_training_and_inference_seconds,model_bytes,preprocessing_seconds,encoding_seconds,preprocessing_bytes,quantizer_state_sha256,outer_test_feature_access_after_inner_selection,outer_test_label_access_before_prediction
onlinehd,4,5000,42,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.13553749999846332,80000,0.05753849999746308,0.6147618000104558,63424,3b12814efdecbf9a683d73050f6e37ae3c907f5f39d849848a1966257b1d8640,True,False
onlinehd,4,5000,43,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.13696019997587427,80000,0.058848499989835545,0.6123319000180345,63424,3b12814efdecbf9a683d73050f6e37ae3c907f5f39d849848a1966257b1d8640,True,False
onlinehd,4,5000,44,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.1350324999948498,80000,0.05761250000796281,0.6119796000130009,63424,3b12814efdecbf9a683d73050f6e37ae3c907f5f39d849848a1966257b1d8640,True,False
onlinehd,4,5000,45,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.13563239999348298,80000,0.05686660000355914,0.6090797999931965,63424,3b12814efdecbf9a683d73050f6e37ae3c907f5f39d849848a1966257b1d8640,True,False
onlinehd,4,5000,46,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.1352787000068929,80000,0.05703309999080375,0.6097217999922577,63424,3b12814efdecbf9a683d73050f6e37ae3c907f5f39d849848a1966257b1d8640,True,False
onlinehd,4,10000,42,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.1626408000010997,160000,0.05753849999746308,0.6147618000104558,63424,3b12814efdecbf9a683d73050f6e37ae3c907f5f39d849848a1966257b1d8640,True,False
onlinehd,4,10000,43,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.16531439998652786,160000,0.058848499989835545,0.6123319000180345,63424,3b12814efdecbf9a683d73050f6e37ae3c907f5f39d849848a1966257b1d8640,True,False
onlinehd,4,10000,44,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.16381269998964854,160000,0.05761250000796281,0.6119796000130009,63424,3b12814efdecbf9a683d73050f6e37ae3c907f5f39d849848a1966257b1d8640,True,False
onlinehd,4,10000,45,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.16332830002647825,160000,0.05686660000355914,0.6090797999931965,63424,3b12814efdecbf9a683d73050f6e37ae3c907f5f39d849848a1966257b1d8640,True,False
onlinehd,4,10000,46,51,50,"{""epochs"":5,""learning_rate"":0.1,""margin_threshold"":0.1}",0.05,0.16235860000597313,160000,0.05703309999080375,0.6097217999922577,63424,3b12814efdecbf9a683d73050f6e37ae3c907f5f39d849848a1966257b1d8640,True,False
